tbbProbe, 31
 1.64213, 0
 1.70918, 1
 1.77134, 2
 1.97003, 3
 2.6877, 4
 1.6818, 0
 1.79654, 1
 1.8186, 2
 2.02153, 3
 2.75844, 4
 1.64777, 0
 1.71166, 1
 1.77294, 2
 1.97778, 3
 2.84355, 4
 1.66903, 0
 1.74341, 1
 1.80407, 2
 2.00613, 3
 2.74048, 4
 1.64036, 0
 1.71298, 1
 1.7692, 2
 1.97102, 3
 2.69292, 4
tbbProbe, 47
 1.52055, 0
 1.70512, 1
 1.64965, 2
 1.84449, 3
 2.44162, 4
 1.5284, 0
 1.57765, 1
 1.66543, 2
 1.79025, 3
 2.38719, 4
 1.55216, 0
 1.58712, 1
 1.65639, 2
 1.81667, 3
 2.45541, 4
 1.61836, 0
 1.59411, 1
 1.66733, 2
 1.92754, 3
 2.85055, 4
 1.53103, 0
 1.56078, 1
 1.66583, 2
 2.00569, 3
 2.43009, 4
tbbProbe, 63
 2.02564, 0
 2.11967, 1
 2.22902, 2
 2.45293, 3
 3.16044, 4
 2.00784, 0
 2.19973, 1
 2.22525, 2
 2.44954, 3
 3.14599, 4
 2.00807, 0
 2.24706, 1
 2.19248, 2
 2.36356, 3
 3.22333, 4
 2.01622, 0
 2.12345, 1
 2.28951, 2
 2.4299, 3
 3.26688, 4
 2.00271, 0
 2.13723, 1
 2.15103, 2
 2.36471, 3
 3.18336, 4
tbbProbe, 79
 2.58546, 0
 2.50091, 1
 2.58466, 2
 2.97699, 3
 3.71487, 4
 2.41788, 0
 2.62891, 1
 2.59074, 2
 3.00962, 3
 3.78166, 4
 2.58405, 0
 2.56129, 1
 2.62912, 2
 2.82454, 3
 3.71504, 4
 2.4158, 0
 2.57767, 1
 2.67556, 2
 2.86567, 3
 3.7036, 4
 2.42765, 0
 2.50447, 1
 2.55845, 2
 2.8641, 3
 3.87145, 4
tbbProbe, 95
 2.83503, 0
 2.95166, 1
 3.12633, 2
 3.49986, 3
 5.05722, 4
 3.32685, 0
 3.66685, 1
 3.08753, 2
 3.54286, 3
 4.62252, 4
 2.86428, 0
 2.98912, 1
 3.09116, 2
 3.45578, 3
 4.65165, 4
 2.85361, 0
 3.23781, 1
 3.07485, 2
 3.39481, 3
 4.53553, 4
 2.89446, 0
 2.94091, 1
 3.13833, 2
 3.38656, 3
 4.51303, 4
tbbProbe, 111
 5.76331, 0
 4.89981, 1
 4.86554, 2
 5.40491, 3
 7.41688, 4
 4.51307, 0
 4.7011, 1
 4.85737, 2
 5.92949, 3
 7.68392, 4
 4.64371, 0
 4.68473, 1
 5.19955, 2
 5.44758, 3
 7.33051, 4
 4.88061, 0
 4.66179, 1
 4.87247, 2
 5.36866, 3
 7.60314, 4
 4.53248, 0
 4.79914, 1
 5.1623, 2
 6.503, 3
 7.316, 4
tbbProbe, 127
 7.3444, 0
 7.37646, 1
 7.18233, 2
 8.09644, 3
 10.9448, 4
 6.83549, 0
 6.93486, 1
 7.52583, 2
 7.96206, 3
 10.7878, 4
 7.21904, 0
 6.91392, 1
 7.25656, 2
